1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-0.976

1.208,0.008,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

1.268,-0.124,-1.264

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.060,-1.552

0.968,-0.188,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

0.316,-0.192,-1.008

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,-0.988,1.252

-0.688,0.228,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

0.944,0.236,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,2.040

2.040,1.704,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,0.180,1.348

0.892,-0.588,0.768

0.360,-0.588,0.768

0.360,-0.588,0.768

0.360,-0.588,0.768



0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.920

0.808,-0.292,0.104

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.916,0.172,0.096

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

0.932,-0.028,-0.408

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.092,-0.016,-0.412

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.192,-0.468

1.004,-0.096,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

1.000,-0.084,-0.620

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.172,-0.724

0.956,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.028,-0.340,-0.588

1.012,-0.120,-0.436

1.012,-0.120,-0.436

1.012,-0.120,-0.436

1.012,-0.120,-0.436



1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

1.036,-0.224,-1.140

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.596

0.744,0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.928,-0.040,-1.296

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.492,-0.472

0.720,-0.764,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

-1.060,-0.760,0.624

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

1.308,0.084,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

2.040,1.520,2.040

